"Client_Code","Booking_Date","sunday","monday","wednesday","thursday","friday","saturday","time_booked","cancel_days","NoShow","service_CAL","service_CALC","service_CAS","service_CBAL","service_CCAMO","service_CCO","service_CDPB","service_CFC","service_CHLFH","service_CHLFHC","service_CHLHH","service_CHLHHC","service_CHLPHC","service_CHLPL","service_CMT","service_CON","service_CT","service_CTU","service_FRI","service_MISC","service_SBD","service_SBD5","service_SDUD","service_SHCC","service_SHCM","service_SHCW","service_SMARTBOND","service_SMO","staff_BECKY","staff_HOUSE","staff_JJ","staff_JOANNE","staff_KELLY","staff_SINEAD","Canceled_By_BECKY","Canceled_By_JJ","Canceled_By_JOANNE","Canceled_By_KELLY","Canceled_By_SINEAD","quantity","amount","avg_receipt","avg_quantity","total_cancel12","hclust3","hclust4","Mclust3","Mclust4"
"CARB01","2018-04-10",0,0,0,0,0,0,1080,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"174.933333333333","3",0.693147180559945,"2","2","2","2"
"CARB01","2018-05-08",0,0,0,0,0,0,820,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"miss",0,"0","0",0.693147180559945,"3","4","1","1"
"CARB01","2018-05-22",0,0,0,0,0,0,1060,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"3",4.10098910494077,"0","0",0.693147180559945,"2","2","1","1"
"CARB01","2018-07-13",0,0,0,0,1,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.74927052996185,"30","1",1.09861228866811,"1","3","2","2"
"CARB01","2018-08-09",0,0,0,1,0,0,1070,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"miss",3.58351893845611,"67.2222222222222","1.1",1.38629436111989,"2","2","3","4"
"CARC01","2018-04-26",0,0,0,1,0,0,990,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0.693147180559945,"2","2","2","3"
"CARC01","2018-04-27",0,0,0,0,1,0,1130,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",3.93182563272433,"0","0",0.693147180559945,"2","2","1","1"
"CARC01","2018-04-27",0,0,0,0,1,0,1100,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",0,"0","0",0.693147180559945,"2","2","1","1"
"CARK01","2018-05-25",0,0,0,0,1,0,630,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.33073334028633,"30","1",1.6094379124341,"1","3","1","1"
"CARK01","2018-05-25",0,0,0,0,1,0,690,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.33073334028633,"67.2222222222222","1.1",1.6094379124341,"1","3","2","2"
"CARK01","2018-06-15",0,0,0,0,1,0,1050,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"174.933333333333","3",1.6094379124341,"2","2","2","2"
"CARK01","2018-06-20",0,0,1,0,0,0,910,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",3.8286413964891,"0","0",2.19722457733622,"2","2","1","1"
"CARK01","2018-06-20",0,0,1,0,0,0,1080,"1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"miss",4.11087386417331,"0","0",2.19722457733622,"2","2","3","4"
"CARK01","2018-06-20",0,0,1,0,0,0,960,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",4.26267987704132,"30","1",2.19722457733622,"2","2","1","1"
"CARK01","2018-06-27",0,0,1,0,0,0,1020,"4-7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"2",4.56434819146784,"67.2222222222222","1.1",2.19722457733622,"2","2","1","1"
"CARK01","2018-06-27",0,0,1,0,0,0,1000,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.56434819146784,"174.933333333333","3",2.19722457733622,"2","2","1","1"
"CARK01","2018-06-27",0,0,1,0,0,0,1050,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.56434819146784,"0","0",2.19722457733622,"2","2","2","2"
"CARK01","2018-07-06",0,0,0,0,1,0,1060,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"0","0",2.56494935746154,"2","2","2","2"
"CARK01","2018-07-12",0,0,0,1,0,0,730,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"miss",4.75359019110636,"30","1",2.83321334405622,"1","3","2","2"
"CARK01","2018-07-24",0,0,0,0,0,0,1080,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"67.2222222222222","1.1",2.83321334405622,"2","2","2","2"
"CARS01","2018-05-25",0,0,0,0,1,0,680,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"miss",3.58351893845611,"174.933333333333","3",0.693147180559945,"1","3","3","4"
"CASH01","2018-03-21",0,0,1,0,0,0,920,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",1.09861228866811,"2","2","2","3"
"CASH01","2018-04-19",0,0,0,1,0,0,900,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",0,"0","0",1.09861228866811,"2","2","1","1"
"CASH01","2018-04-19",0,0,0,1,0,0,1030,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",0,"30","1",1.09861228866811,"2","2","1","1"
"CASH01","2018-05-12",0,0,0,0,0,1,710,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",0,"67.2222222222222","1.1",1.09861228866811,"1","3","1","1"
"CASH01","2018-05-12",0,0,0,0,0,1,540,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",0,"174.933333333333","3",1.09861228866811,"1","1","1","1"
"CASH01","2018-06-05",0,0,0,0,0,0,1020,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"0","0",1.09861228866811,"2","2","2","3"
"CASH01","2018-07-07",0,0,0,0,0,1,540,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",0,"0","0",1.6094379124341,"1","1","1","1"
"CASN01","2018-06-30",0,0,0,0,0,1,480,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0,"1","1","2","2"
"CAYK01","2018-04-07",0,0,0,0,0,1,820,"miss","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4",5.35540633353216,"67.2222222222222","1.1",0,"3","4","1","1"
"CAYK01","2018-04-07",0,0,0,0,0,1,890,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"4",5.35540633353216,"174.933333333333","3",0,"2","2","2","2"
"CAYK01","2018-05-05",0,0,0,0,0,1,770,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",4.26267987704132,"miss","miss",0,"3","4","1","1"
"CAYK01","2018-06-14",0,0,0,1,0,0,1050,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"4",5.15750236990581,"0","0",0,"2","2","1","1"
"CAYK01","2018-06-14",0,0,0,1,0,0,1110,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"4",5.15750236990581,"30","1",0,"2","2","2","2"
"CAYK01","2018-06-14",0,0,0,1,0,0,1140,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"4",5.15750236990581,"67.2222222222222","1.1",0,"2","2","2","3"
"CAYK01","2018-07-26",0,0,0,1,0,0,1050,"miss","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3",5.19849703126583,"174.933333333333","3",0,"2","2","1","1"
"CAYK01","2018-07-26",0,0,0,1,0,0,1130,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3",5.19849703126583,"0","0",0,"2","2","2","2"
"CAYK01","2018-07-26",0,0,0,1,0,0,1150,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"3",5.19849703126583,"0","0",0,"2","2","2","2"
"CECA01","2018-07-14",0,0,0,0,0,1,760,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.58351893845611,"30","1",0,"1","3","2","2"
"CEEJ01","2018-08-02",0,0,0,1,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.11087386417331,"67.2222222222222","1.1",0,"1","1","2","3"
"CHA*01","2018-05-11",0,0,0,0,1,0,870,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0,"3","4","2","3"
"CHAD01","2018-06-09",0,0,0,0,0,1,540,"4-7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,"miss",3.71357206670431,"0","0",0.693147180559945,"1","1","3","4"
"CHAE01","2018-07-19",0,0,0,1,0,0,900,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0,"2","2","2","2"
"CHAG01","2018-04-08",1,0,0,0,0,0,820,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0,"3","4","1","1"
"CHEW01","2018-03-16",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"67.2222222222222","1.1",0,"1","1","2","3"
"CHEW01","2018-04-27",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"174.933333333333","3",0,"1","3","2","3"
"CHEW01","2018-06-15",0,0,0,0,1,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",0,"0","0",0,"1","3","2","3"
"CHEW01","2018-08-03",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"0","0",0,"1","1","2","3"
"CHEW01","2018-09-14",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"30","1",0,"1","1","2","3"
"CHEW01","2018-11-02",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"67.2222222222222","1.1",0,"1","1","2","3"
"CHEW01","2018-12-21",0,0,0,0,1,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"174.933333333333","3",0,"1","3","2","3"
"CHIC01","2018-06-19",0,0,0,0,0,0,990,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",3.8286413964891,"0","0",0,"2","2","2","2"
"CHIT01","2018-06-20",0,0,1,0,0,0,600,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0,"1","1","2","3"
"CHIT01","2018-09-08",0,0,0,0,0,1,960,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"miss",5.12396397940326,"30","1",0,"2","2","2","3"
"CHMY01","2018-05-15",0,0,0,0,0,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"67.2222222222222","1.1",0,"1","3","2","2"
"CHMY01","2018-07-06",0,0,0,0,1,0,590,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.39444915467244,"174.933333333333","3",0,"1","3","2","2"
"CHMY01","2018-07-27",0,0,0,0,1,0,650,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",4.39444915467244,"0","0",0,"1","3","2","2"
"CHOC01","2018-04-13",0,0,0,0,1,0,1050,"1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"miss",4.4188406077966,"0","0",0.693147180559945,"2","2","1","1"
"CHOK01","2018-07-07",0,0,0,0,0,1,680,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"3",4.70275051432696,"30","1",0,"1","3","2","2"
"CHOT01","2018-06-09",0,0,0,0,0,1,910,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.26267987704132,"67.2222222222222","1.1",0,"3","4","2","2"
"CHRJ01","2018-06-06",0,0,1,0,0,0,840,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0,"3","4","2","3"
"CHUA01","2018-05-17",0,0,0,1,0,0,600,"miss","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",5.40717177146012,"0","0",0,"1","1","1","1"
"CHUA01","2018-05-17",0,0,0,1,0,0,730,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",5.40717177146012,"0","0",0,"1","3","2","3"
"CHUC01","2018-03-30",0,0,0,0,1,0,840,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"30","1",0,"3","4","2","3"
"CHUH01","2018-05-30",0,0,1,0,0,0,1140,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4.26267987704132,"67.2222222222222","1.1",0,"2","2","2","2"
"CHUJ01","2018-05-05",0,0,0,0,0,1,660,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",4.26267987704132,"174.933333333333","3",0,"1","3","2","2"
"CHUJ01","2018-05-31",0,0,0,1,0,0,920,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2",4.4073288175361,"0","0",0,"2","2","2","2"
"CHUJ01","2018-07-27",0,0,0,0,1,0,1080,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",5.52545293913178,"0","0",0,"2","2","3","4"
"CLAJ01","2018-06-06",0,0,1,0,0,0,1030,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.49650756146648,"30","1",0,"2","2","2","3"
"CLAJ01","2018-07-11",0,0,1,0,0,0,1020,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.58351893845611,"67.2222222222222","1.1",0,"2","2","2","2"
"CLAJ01","2018-07-24",0,0,0,0,0,0,800,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"174.933333333333","3",0,"3","4","2","3"
"CLAM01","2018-06-08",0,0,0,0,1,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0,"1","3","2","3"
"CLAM01","2018-06-12",0,0,0,0,0,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",5.08140436498446,"0","0",0,"1","3","3","4"
"CLAM01","2018-07-10",0,0,0,0,0,0,510,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.63472898822964,"30","1",0,"1","1","2","3"
"CLAM01","2018-07-24",0,0,0,0,0,0,750,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",4.26267987704132,"67.2222222222222","1.1",0,"1","3","1","1"
"CLEE01","2018-05-23",0,0,1,0,0,0,880,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"2",4.66720557690754,"174.933333333333","3",0,"2","2","2","2"
"CLUS01","2018-06-07",0,0,0,1,0,0,1030,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"0","0",0,"2","2","2","2"
"COAA01","2018-04-19",0,0,0,1,0,0,1140,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0,"2","2","2","3"
"COAJ01","2018-07-28",0,0,0,0,0,1,810,"miss","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",5.35185813347607,"30","1",0,"3","4","3","4"
"COAJ01","2018-07-28",0,0,0,0,0,1,910,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",5.35185813347607,"67.2222222222222","1.1",0,"3","4","2","2"
"COHH01","2018-07-19",0,0,0,1,0,0,720,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.02535169073515,"174.933333333333","3",0,"3","4","2","2"
"COLB01","2018-05-04",0,0,0,0,1,0,530,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.71357206670431,"0","0",0.693147180559945,"1","1","2","3"
"COLB01","2018-06-06",0,0,1,0,0,0,480,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0.693147180559945,"1","1","2","3"
"COLB01","2018-06-07",0,0,0,1,0,0,720,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"miss",4.75359019110636,"30","1",1.09861228866811,"1","3","3","4"
"COLC01","2018-04-17",0,0,0,0,0,0,1140,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"67.2222222222222","1.1",0,"2","2","2","2"
"COLE01","2018-05-04",0,0,0,0,1,0,480,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",3.71357206670431,"174.933333333333","3",0,"1","1","2","3"
"COLE01","2018-06-06",0,0,1,0,0,0,510,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0,"1","1","2","3"
"COLG01","2018-04-26",0,0,0,1,0,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0.693147180559945,"1","3","2","3"
"COLG01","2018-05-04",0,0,0,0,1,0,590,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"30","1",0.693147180559945,"1","1","2","2"
"COLG01","2018-05-09",0,0,1,0,0,0,770,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"67.2222222222222","1.1",1.09861228866811,"3","4","2","2"
"COLG01","2018-05-11",0,0,0,0,1,0,780,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.79579054559674,"174.933333333333","3",1.38629436111989,"3","4","1","1"
"COLG01","2018-05-11",0,0,0,0,1,0,850,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2",4.79579054559674,"0","0",1.38629436111989,"3","4","2","2"
"COLG01","2018-05-17",0,0,0,1,0,0,960,"miss","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"0","0",1.6094379124341,"2","2","2","2"
