"","Client_Code","Booking_Date","sunday","monday","wednesday","thursday","friday","saturday","time_booked","cancel_days","NoShow","service_CAL","service_CALC","service_CAS","service_CBAL","service_CCAMO","service_CCO","service_CDPB","service_CFC","service_CHLFH","service_CHLFHC","service_CHLHH","service_CHLHHC","service_CHLPHC","service_CHLPL","service_CMT","service_CON","service_CT","service_CTU","service_EXT","service_FF","service_FRI","service_MISC","service_NECK","service_SBD","service_SBD5","service_SDUD","service_SHCC","service_SHCM","service_SHCW","service_SMARTBOND","service_SMO","service_SSUD","staff_BECKY","staff_HOUSE","staff_JJ","staff_JOANNE","staff_KELLY","staff_SINEAD","Canceled_By_BECKY","Canceled_By_HOUSE","Canceled_By_JJ","Canceled_By_JOANNE","Canceled_By_KELLY","Canceled_By_SINEAD","quantity","amount","avg_receipt","avg_quantity","total_cancel12"
"288","CAND01",2018-08-17,0,0,0,0,1,0,840,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.61512051684126,"30","1",2.19722457733622
"289","CAND01",2018-08-17,0,0,0,0,1,0,890,"miss",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",3.71357206670431,"67.2222222222222","1.1",2.19722457733622
"290","CARB01",2018-04-10,0,0,0,0,0,0,1080,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"174.933333333333","3",0.693147180559945
"291","CARB01",2018-05-08,0,0,0,0,0,0,600,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"miss",4.83628190695148,"0","0",0.693147180559945
"292","CARB01",2018-05-22,0,0,0,0,0,0,1060,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3",4.10098910494077,"0","0",0.693147180559945
"293","CARB01",2018-07-13,0,0,0,0,1,0,780,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2",4.74927052996185,"30","1",1.09861228866811
"294","CARB01",2018-08-09,0,0,0,1,0,0,1070,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"miss",4.39444915467244,"67.2222222222222","1.1",1.38629436111989
"295","CARC01",2018-04-26,0,0,0,1,0,0,990,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0.693147180559945
"296","CARC01",2018-04-27,0,0,0,0,1,0,650,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.83628190695148,"0","0",0.693147180559945
"297","CARC01",2018-04-27,0,0,0,0,1,0,1100,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",0,"0","0",0.693147180559945
"298","CARK01",2018-05-25,0,0,0,0,1,0,630,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.33073334028633,"30","1",1.6094379124341
"299","CARK01",2018-05-25,0,0,0,0,1,0,690,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.33073334028633,"67.2222222222222","1.1",1.6094379124341
"300","CARK01",2018-06-15,0,0,0,0,1,0,1050,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3.58351893845611,"174.933333333333","3",1.6094379124341
"301","CARK01",2018-06-20,0,0,1,0,0,0,920,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"miss",4.89335213348152,"0","0",2.19722457733622
"302","CARK01",2018-06-20,0,0,1,0,0,0,900,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"miss",5.15329159449778,"0","0",2.19722457733622
"303","CARK01",2018-06-20,0,0,1,0,0,0,960,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"miss",4.11087386417331,"30","1",2.19722457733622
"304","CARK01",2018-06-27,0,0,1,0,0,0,910,"4-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"2",4.56434819146784,"67.2222222222222","1.1",2.19722457733622
"305","CARK01",2018-06-27,0,0,1,0,0,0,1000,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.56434819146784,"174.933333333333","3",2.19722457733622
"306","CARK01",2018-06-27,0,0,1,0,0,0,1050,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.56434819146784,"0","0",2.19722457733622
"307","CARK01",2018-07-06,0,0,0,0,1,0,1060,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3.58351893845611,"0","0",2.56494935746154
"308","CARK01",2018-07-12,0,0,0,1,0,0,1030,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"miss",5.25227342804663,"30","1",2.83321334405622
"309","CARK01",2018-07-24,0,0,0,0,0,0,1080,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3.58351893845611,"67.2222222222222","1.1",2.83321334405622
"310","CARS01",2018-05-25,0,0,0,0,1,0,730,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"miss",4.26267987704132,"174.933333333333","3",0.693147180559945
"311","CASH01",2018-03-21,0,0,1,0,0,0,920,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",1.09861228866811
"312","CASH01",2018-04-19,0,0,0,1,0,0,840,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"0","0",1.09861228866811
"313","CASH01",2018-04-19,0,0,0,1,0,0,1030,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",0,"30","1",1.09861228866811
"314","CASH01",2018-05-12,0,0,0,0,0,1,630,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",0,"67.2222222222222","1.1",1.09861228866811
"315","CASH01",2018-05-12,0,0,0,0,0,1,540,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",0,"174.933333333333","3",1.09861228866811
"316","CASH01",2018-06-05,0,0,0,0,0,0,1020,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.63472898822964,"0","0",1.09861228866811
"317","CASH01",2018-07-07,0,0,0,0,0,1,540,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"0","0",1.6094379124341
"318","CASN01",2018-06-30,0,0,0,0,0,1,480,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0
"319","CAYK01",2018-04-07,0,0,0,0,0,1,820,"miss",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"4",5.35540633353216,"67.2222222222222","1.1",0
"320","CAYK01",2018-04-07,0,0,0,0,0,1,890,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"4",5.35540633353216,"174.933333333333","3",0
"321","CAYK01",2018-05-05,0,0,0,0,0,1,770,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.26267987704132,"miss","miss",0
"322","CAYK01",2018-06-14,0,0,0,1,0,0,1050,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"4",5.15750236990581,"0","0",0
"323","CAYK01",2018-06-14,0,0,0,1,0,0,1110,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"4",5.15750236990581,"30","1",0
"324","CAYK01",2018-06-14,0,0,0,1,0,0,1140,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"4",5.15750236990581,"67.2222222222222","1.1",0
"325","CAYK01",2018-07-26,0,0,0,1,0,0,1050,"miss",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3",5.19849703126583,"174.933333333333","3",0
"326","CAYK01",2018-07-26,0,0,0,1,0,0,1130,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"3",5.19849703126583,"0","0",0
"327","CAYK01",2018-07-26,0,0,0,1,0,0,1150,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3",5.19849703126583,"0","0",0
"328","CECA01",2018-07-14,0,0,0,0,0,1,760,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3.58351893845611,"30","1",0
"329","CEEJ01",2018-08-02,0,0,0,1,0,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.33073334028633,"67.2222222222222","1.1",0
"330","CHA*01",2018-05-11,0,0,0,0,1,0,870,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0
"331","CHAD01",2018-06-09,0,0,0,0,0,1,540,"4-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,"miss",3.93182563272433,"0","0",0.693147180559945
"332","CHAE01",2018-07-19,0,0,0,1,0,0,900,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0
"333","CHAG01",2018-04-08,1,0,0,0,0,0,820,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"30","1",0
"334","CHEW01",2018-03-16,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"67.2222222222222","1.1",0
"335","CHEW01",2018-04-27,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.63472898822964,"174.933333333333","3",0
"336","CHEW01",2018-06-15,0,0,0,0,1,0,720,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"0","0",0
"337","CHEW01",2018-08-03,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"0","0",0
"338","CHEW01",2018-09-14,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",5.15329159449778,"30","1",0
"339","CHEW01",2018-11-02,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",4.4188406077966,"67.2222222222222","1.1",0
"340","CHEW01",2018-12-21,0,0,0,0,1,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",5.70711026474888,"174.933333333333","3",0
"341","CHIC01",2018-06-19,0,0,0,0,0,0,990,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3.8286413964891,"0","0",0
"342","CHIT01",2018-06-20,0,0,1,0,0,0,600,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0
"343","CHIT01",2018-09-08,0,0,0,0,0,1,960,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"miss",3.93182563272433,"30","1",0
"344","CHMY01",2018-05-15,0,0,0,0,0,0,720,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"67.2222222222222","1.1",0
"345","CHMY01",2018-07-06,0,0,0,0,1,0,590,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4.39444915467244,"174.933333333333","3",0
"346","CHMY01",2018-07-27,0,0,0,0,1,0,650,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",4.39444915467244,"0","0",0
"347","CHOC01",2018-04-13,0,0,0,0,1,0,600,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"miss",3.58351893845611,"0","0",0.693147180559945
"348","CHOK01",2018-07-07,0,0,0,0,0,1,680,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"3",4.70275051432696,"30","1",0
"349","CHOT01",2018-06-09,0,0,0,0,0,1,910,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2",4.26267987704132,"67.2222222222222","1.1",0
"350","CHRJ01",2018-06-06,0,0,1,0,0,0,840,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"174.933333333333","3",0
"351","CHUA01",2018-05-17,0,0,0,1,0,0,600,"miss",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",5.40717177146012,"0","0",0
"352","CHUA01",2018-05-17,0,0,0,1,0,0,730,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2",5.40717177146012,"0","0",0
"353","CHUC01",2018-03-30,0,0,0,0,1,0,840,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"30","1",0
"354","CHUH01",2018-05-30,0,0,1,0,0,0,1140,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.26267987704132,"67.2222222222222","1.1",0
"355","CHUJ01",2018-05-05,0,0,0,0,0,1,660,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",4.26267987704132,"174.933333333333","3",0
"356","CHUJ01",2018-05-31,0,0,0,1,0,0,920,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.4073288175361,"0","0",0
"357","CHUJ01",2018-07-27,0,0,0,0,1,0,1080,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",5.52545293913178,"0","0",0
"358","CLAJ01",2018-06-06,0,0,1,0,0,0,1030,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",3.49650756146648,"30","1",0
"359","CLAJ01",2018-07-11,0,0,1,0,0,0,1020,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.58351893845611,"67.2222222222222","1.1",0
"360","CLAJ01",2018-07-24,0,0,0,0,0,0,800,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.63472898822964,"174.933333333333","3",0
"361","CLAM01",2018-06-08,0,0,0,0,1,0,720,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0
"362","CLAM01",2018-06-12,0,0,0,0,0,0,780,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",5.08140436498446,"0","0",0
"363","CLAM01",2018-07-10,0,0,0,0,0,0,510,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.63472898822964,"30","1",0
"364","CLAM01",2018-07-24,0,0,0,0,0,0,750,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",4.26267987704132,"67.2222222222222","1.1",0
"365","CLEE01",2018-05-23,0,0,1,0,0,0,880,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2",4.66720557690754,"174.933333333333","3",0
"366","CLUS01",2018-06-07,0,0,0,1,0,0,1030,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",4.02535169073515,"0","0",0
"367","COAA01",2018-04-19,0,0,0,1,0,0,1140,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0
"368","COAJ01",2018-07-28,0,0,0,0,0,1,810,"miss",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"2",5.35185813347607,"30","1",0
"369","COAJ01",2018-07-28,0,0,0,0,0,1,910,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2",5.35185813347607,"67.2222222222222","1.1",0
"370","COHH01",2018-07-19,0,0,0,1,0,0,720,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",4.02535169073515,"174.933333333333","3",0
"371","COLB01",2018-05-04,0,0,0,0,1,0,530,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",3.71357206670431,"0","0",0.693147180559945
"372","COLB01",2018-06-06,0,0,1,0,0,0,480,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0.693147180559945
"373","COLB01",2018-06-07,0,0,0,1,0,0,870,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"miss",4.11087386417331,"30","1",1.09861228866811
"374","COLC01",2018-04-17,0,0,0,0,0,0,1140,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",3.43398720448515,"67.2222222222222","1.1",0
"375","COLE01",2018-05-04,0,0,0,0,1,0,480,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",3.71357206670431,"174.933333333333","3",0
"376","COLE01",2018-06-06,0,0,1,0,0,0,510,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.11087386417331,"0","0",0
"377","COLG01",2018-04-26,0,0,0,1,0,0,780,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",4.4188406077966,"0","0",0.693147180559945
"378","COLG01",2018-05-04,0,0,0,0,1,0,590,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"30","1",0.693147180559945
"379","COLG01",2018-05-09,0,0,1,0,0,0,770,"miss",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1",3.93182563272433,"67.2222222222222","1.1",1.09861228866811
