Variable,Univariable,Lasso,Ridge,ComplementNB,RandomForest,CART,GradientBoost,ADAboost,SVM,Sum
FirstDateInvestedByActivisit_654,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_655,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_656,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_657,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_658,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_659,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_660,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_661,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_662,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_663,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_664,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_665,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_666,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_667,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_668,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_669,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_670,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_671,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_672,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_673,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_674,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_675,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_676,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_677,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_678,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_679,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_680,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_681,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_682,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_683,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_684,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_685,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_686,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_687,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_688,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_689,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_690,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_691,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_692,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_693,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_694,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_695,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_696,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_697,1,0,1,0,1,1,1,1,0,6
FirstDateInvestedByActivisit_698,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_699,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_700,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_701,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_702,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_703,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_704,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_705,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_706,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_707,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_708,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_709,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_710,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_711,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_712,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_713,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_714,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_715,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_716,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_717,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_718,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_719,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_720,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_721,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_722,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_723,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_724,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_725,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_726,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_727,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_728,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_729,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_730,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_731,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_732,0,0,1,0,0,1,0,0,0,2
FirstDateInvestedByActivisit_733,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_734,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_735,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_736,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_737,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_738,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_739,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_740,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_741,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_742,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_743,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_744,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_745,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_746,0,0,0,0,0,1,0,0,0,1
FirstDateInvestedByActivisit_747,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_748,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_749,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_750,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_751,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_752,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_753,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_754,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_755,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_756,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_757,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_758,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_759,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_760,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_761,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_762,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_763,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_764,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_765,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_766,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_767,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_768,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_769,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_770,0,0,0,1,1,1,0,0,0,3
FirstDateInvestedByActivisit_771,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_772,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_773,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_774,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_775,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_776,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_777,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_778,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_779,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_780,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_781,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_782,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_783,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_784,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_785,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_786,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_787,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_788,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_789,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_790,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_791,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_792,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_793,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_794,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_795,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_796,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_797,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_798,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_799,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_800,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_801,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_802,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_803,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_804,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_805,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_806,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_807,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_808,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_809,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_810,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_811,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_812,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_813,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_814,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_815,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_816,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_817,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_818,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_819,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_820,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_821,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_822,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_823,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_824,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_825,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_826,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_827,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_828,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_829,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_830,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_831,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_832,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_833,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_834,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_835,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_836,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_837,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_838,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_839,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_840,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_841,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_842,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_843,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_844,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_845,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_846,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_847,0,0,1,1,0,1,1,0,0,4
FirstDateInvestedByActivisit_848,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_849,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_850,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_851,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_852,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_853,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_854,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_855,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_856,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_857,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_858,0,0,1,1,1,0,0,0,0,3
FirstDateInvestedByActivisit_859,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_860,0,0,1,0,0,0,1,0,0,2
FirstDateInvestedByActivisit_861,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_862,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_863,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_864,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_865,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_866,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_867,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_868,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_869,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_870,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_871,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_872,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_873,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_874,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_875,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_876,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_877,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_878,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_879,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_880,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_881,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_882,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_883,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_884,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_885,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_886,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_887,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_888,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_889,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_890,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_891,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_892,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_893,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_894,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_895,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_896,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_897,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_898,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_899,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_900,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_901,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_902,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_903,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_904,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_905,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_906,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_907,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_908,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_909,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_910,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_911,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_912,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_913,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_914,1,0,1,1,0,0,0,0,0,3
FirstDateInvestedByActivisit_915,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_916,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_917,0,0,1,1,0,1,0,1,0,4
FirstDateInvestedByActivisit_918,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_919,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_920,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_921,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_922,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_923,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_924,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_925,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_926,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_927,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_928,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_929,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_930,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_931,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_932,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_933,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_934,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_935,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_936,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_937,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_938,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_939,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_940,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_941,0,0,1,1,0,1,1,0,0,4
FirstDateInvestedByActivisit_942,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_943,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_944,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_945,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_946,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_947,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_948,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_949,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_950,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_951,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_952,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_953,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_954,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_955,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_956,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_957,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_958,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_959,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_960,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_961,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_962,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_963,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_964,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_965,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_966,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_967,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_968,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_969,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_970,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_971,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_972,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_973,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_974,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_975,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_976,0,0,1,1,0,0,1,0,0,3
FirstDateInvestedByActivisit_977,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_978,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_979,1,0,1,1,0,0,1,0,0,4
FirstDateInvestedByActivisit_980,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_981,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_982,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_983,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_984,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_985,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_986,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_987,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_988,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_989,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_990,0,0,1,1,0,1,0,1,0,4
FirstDateInvestedByActivisit_991,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_992,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_993,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_994,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_995,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_996,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_997,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_998,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_999,0,0,1,1,0,1,1,0,0,4
FirstDateInvestedByActivisit_1000,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1001,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1002,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1003,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1004,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1005,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1006,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1007,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1008,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1009,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1010,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1011,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1012,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1013,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1014,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1015,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1016,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1017,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_1018,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1019,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_1020,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1021,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1022,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1023,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1024,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1025,0,0,0,0,1,0,0,0,0,1
FirstDateInvestedByActivisit_1026,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_1027,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1028,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_1029,0,0,0,1,0,0,0,0,0,1
