Variable,Univariable,Lasso,Ridge,ComplementNB,RandomForest,CART,GradientBoost,ADAboost,SVM,Sum
FirstDateInvestedByActivisit_278,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_279,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_280,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_281,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_282,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_283,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_284,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_285,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_286,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_287,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_288,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_289,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_290,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_291,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_292,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_293,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_294,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_295,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_296,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_297,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_298,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_299,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_300,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_301,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_302,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_303,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_304,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_305,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_306,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_307,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_308,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_309,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_310,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_311,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_312,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_313,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_314,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_315,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_316,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_317,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_318,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_319,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_320,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_321,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_322,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_323,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_324,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_325,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_326,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_327,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_328,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_329,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_330,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_331,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_332,0,0,1,1,0,0,1,1,0,4
FirstDateInvestedByActivisit_333,0,0,0,0,1,1,1,0,0,3
FirstDateInvestedByActivisit_334,1,0,0,0,1,1,0,0,0,3
FirstDateInvestedByActivisit_335,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_336,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_337,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_338,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_339,0,0,0,0,1,0,0,0,0,1
FirstDateInvestedByActivisit_340,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_341,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_342,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_343,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_344,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_345,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_346,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_347,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_348,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_349,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_350,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_351,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_352,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_353,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_354,1,0,1,1,1,0,1,0,0,5
FirstDateInvestedByActivisit_355,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_356,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_357,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_358,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_359,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_360,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_361,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_362,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_363,0,0,0,0,1,1,1,1,0,4
FirstDateInvestedByActivisit_364,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_365,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_366,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_367,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_368,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_369,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_370,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_371,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_372,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_373,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_374,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_375,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_376,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_377,0,0,1,1,1,0,0,0,0,3
FirstDateInvestedByActivisit_378,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_379,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_380,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_381,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_382,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_383,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_384,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_385,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_386,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_387,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_388,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_389,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_390,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_391,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_392,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_393,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_394,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_395,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_396,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_397,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_398,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_399,0,0,0,0,0,1,0,0,0,1
FirstDateInvestedByActivisit_400,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_401,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_402,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_403,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_404,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_405,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_406,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_407,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_408,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_409,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_410,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_411,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_412,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_413,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_414,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_415,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_416,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_417,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_418,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_419,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_420,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_421,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_422,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_423,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_424,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_425,0,0,1,0,1,0,0,0,0,2
FirstDateInvestedByActivisit_426,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_427,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_428,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_429,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_430,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_431,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_432,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_433,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_434,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_435,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_436,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_437,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_438,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_439,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_440,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_441,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_442,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_443,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_444,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_445,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_446,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_447,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_448,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_449,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_450,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_451,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_452,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_453,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_454,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_455,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_456,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_457,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_458,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_459,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_460,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_461,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_462,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_463,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_464,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_465,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_466,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_467,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_468,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_469,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_470,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_471,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_472,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_473,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_474,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_475,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_476,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_477,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_478,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_479,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_480,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_481,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_482,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_483,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_484,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_485,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_486,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_487,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_488,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_489,0,0,1,0,1,0,0,0,0,2
FirstDateInvestedByActivisit_490,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_491,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_492,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_493,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_494,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_495,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_496,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_497,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_498,0,0,1,0,1,1,0,0,0,3
FirstDateInvestedByActivisit_499,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_500,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_501,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_502,0,0,0,0,1,1,0,0,0,2
FirstDateInvestedByActivisit_503,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_504,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_505,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_506,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_507,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_508,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_509,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_510,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_511,0,0,1,1,0,0,1,0,0,3
FirstDateInvestedByActivisit_512,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_513,0,0,1,0,0,0,1,0,0,2
FirstDateInvestedByActivisit_514,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_515,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_516,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_517,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_518,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_519,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_520,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_521,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_522,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_523,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_524,0,0,1,0,0,0,0,0,0,1
FirstDateInvestedByActivisit_525,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_526,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_527,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_528,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_529,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_530,0,0,1,0,0,1,0,0,0,2
FirstDateInvestedByActivisit_531,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_532,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_533,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_534,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_535,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_536,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_537,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_538,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_539,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_540,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_541,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_542,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_543,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_544,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_545,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_546,0,0,1,1,0,1,0,1,0,4
FirstDateInvestedByActivisit_547,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_548,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_549,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_550,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_551,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_552,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_553,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_554,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_555,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_556,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_557,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_558,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_559,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_560,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_561,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_562,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_563,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_564,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_565,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_566,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_567,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_568,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_569,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_570,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_571,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_572,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_573,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_574,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_575,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_576,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_577,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_578,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_579,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_580,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_581,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_582,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_583,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_584,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_585,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_586,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_587,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_588,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_589,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_590,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_591,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_592,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_593,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_594,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_595,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_596,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_597,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_598,0,0,1,1,0,0,1,1,0,4
FirstDateInvestedByActivisit_599,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_600,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_601,0,0,0,0,0,0,0,0,0,0
FirstDateInvestedByActivisit_602,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_603,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_604,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_605,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_606,0,0,1,0,0,1,0,0,0,2
FirstDateInvestedByActivisit_607,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_608,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_609,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_610,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_611,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_612,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_613,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_614,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_615,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_616,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_617,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_618,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_619,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_620,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_621,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_622,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_623,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_624,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_625,0,0,1,1,0,1,0,0,0,3
FirstDateInvestedByActivisit_626,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_627,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_628,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_629,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_630,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_631,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_632,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_633,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_634,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_635,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_636,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_637,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_638,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_639,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_640,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_641,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_642,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_643,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_644,0,0,0,1,0,1,0,0,0,2
FirstDateInvestedByActivisit_645,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_646,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_647,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_648,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_649,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_650,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_651,0,0,1,1,0,0,0,0,0,2
FirstDateInvestedByActivisit_652,0,0,0,1,0,0,0,0,0,1
FirstDateInvestedByActivisit_653,0,0,1,1,0,0,0,0,0,2
